✓ Initialized. View run at 
https://modal.com/apps/sentra/main/ap-b0BaUF2jBlibzWOZ8yS5XU
✓ Created objects.
├── 🔨 Created mount /Users/sonia/Documents/GitHub/autoresearch/run_modal.py
├── 🔨 Created function setup_data.
└── 🔨 Created function run_training.
Warning: You are sending unauthenticated requests to the HF Hub. Please set a HF_TOKEN to enable higher rate limits and faster downloads.
Vocab size: 8,192
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 8, 'n_head': 6, 'n_kv_head': 6, 'n_embd': 768, 'window_pattern': 'SSSL'}
Parameter counts:
  wte                     : 6,291,456
  value_embeds            : 50,331,648
  lm_head                 : 6,291,456
  transformer_matrices    : 56,623,872
  scalars                 : 16
  total                   : 119,538,448
Estimated FLOPs per token: 4.187796e+08
Scaling AdamW LRs by 1/sqrt(768/768) = 1.000000
Time budget: 300s
Gradient accumulation steps: 1

step 00000 (0.0%) | loss: 9.011235 | lrm: 1.00 | dt: 26115ms | tok/sec: 10,037 | mfu: 0.4% | epoch: 1 | remaining: 300s    
step 00493 (41.7%) | loss: 3.017399 | lrm: 0.59 | dt: 259ms | tok/sec: 1,012,408 | mfu: 42.8% | epoch: 1 | remaining: 175s    
step 00494 (41.7%) | loss: 3.021517 | lrm: 0.59 | dt: 263ms | tok/sec: 997,336 | mfu: 42.2% | epoch: 1 | remaining: 175s    
step 00495 (41.8%) | loss: 3.013137 | lrm: 0.59 | dt: 260ms | tok/sec: 1,006,722 | mfu: 42.6% | epoch: 1 | remaining: 174s    
step 00496 (41.9%) | loss: 3.011661 | lrm: 0.59 | dt: 258ms | tok/sec: 1,017,557 | mfu: 43.1% | epoch: 1 | remaining: 174s    
step 00497 (42.0%) | loss: 3.013908 | lrm: 0.58 | dt: 259ms | tok/sec: 1,013,577 | mfu: 42.9% | epoch: 1 | remaining: 174s    
step 00498 (42.1%) | loss: 3.016608 | lrm: 0.58 | dt: 258ms | tok/sec: 1,016,423 | mfu: 43.0% | epoch: 1 | remaining: 173s    
step 00499 (42.2%) | loss: 3.017428 | lrm: 0.58 | dt: 256ms | tok/sec: 1,025,138 | mfu: 43.4% | epoch: 1 | remaining: 173s    
step 00500 (42.3%) | loss: 3.011335 | lrm: 0.58 | dt: 258ms | tok/sec: 1,015,386 | mfu: 43.0% | epoch: 1 | remaining: 173s    
step 00501 (42.3%) | loss: 3.012421 | lrm: 0.58 | dt: 256ms | tok/sec: 1,024,252 | mfu: 43.3% | epoch: 1 | remaining: 173s    
step 00502 (42.4%) | loss: 3.011388 | lrm: 0.58 | dt: 259ms | tok/sec: 1,013,070 | mfu: 42.9% | epoch: 1 | remaining: 172s    
step 00503 (42.5%) | loss: 3.015258 | lrm: 0.58 | dt: 259ms | tok/sec: 1,013,333 | mfu: 42.9% | epoch: 1 | remaining: 172s    
step 00504 (42.6%) | loss: 3.014816 | lrm: 0.58 | dt: 257ms | tok/sec: 1,019,063 | mfu: 43.1% | epoch: 1 | remaining: 172s    
step 00505 (42.7%) | loss: 3.017064 | lrm: 0.58 | dt: 260ms | tok/sec: 1,007,438 | mfu: 42.6% | epoch: 1 | remaining: 172s    
step 00506 (42.8%) | loss: 3.015228 | lrm: 0.58 | dt: 261ms | tok/sec: 1,004,910 | mfu: 42.5% | epoch: 1 | remaining: 171s    
step 00507 (42.9%) | loss: 3.018673 | lrm: 0.58 | dt: 258ms | tok/sec: 1,014,212 | mfu: 42.9% | epoch: 1 | remaining: 171s    
step 00508 (43.0%) | loss: 3.009213 | lrm: 0.57 | dt: 260ms | tok/sec: 1,008,003 | mfu: 42.7% | epoch: 1 | remaining: 171s    
step 00509 (43.0%) | loss: 3.014001 | lrm: 0.57 | dt: 259ms | tok/sec: 1,010,736 | mfu: 42.8% | epoch: 1 | remaining: 171s    
step 00510 (43.1%) | loss: 3.010337 | lrm: 0.57 | dt: 261ms | tok/sec: 1,005,378 | mfu: 42.5% | epoch: 1 | remaining: 170s    
step 00511 (43.2%) | loss: 3.011475 | lrm: 0.57 | dt: 259ms | tok/sec: 1,012,907 | mfu: 42.9% | epoch: 1 | remaining: 170s    
step 00512 (43.3%) | loss: 3.010324 | lrm: 0.57 | dt: 260ms | tok/sec: 1,006,702 | mfu: 42.6% | epoch: 1 | remaining: 170s    
step 00513 (43.4%) | loss: 3.006586 | lrm: 0.57 | dt: 259ms | tok/sec: 1,011,886 | mfu: 42.8% | epoch: 1 | remaining: 170s    
step 00514 (43.5%) | loss: 3.003222 | lrm: 0.57 | dt: 261ms | tok/sec: 1,003,061 | mfu: 42.5% | epoch: 1 | remaining: 169s    
step 00515 (43.6%) | loss: 3.005990 | lrm: 0.57 | dt: 259ms | tok/sec: 1,011,110 | mfu: 42.8% | epoch: 1 | remaining: 169s    
step 00516 (43.6%) | loss: 3.005502 | lrm: 0.57 | dt: 260ms | tok/sec: 1,007,796 | mfu: 42.7% | epoch: 1 | remaining: 169s    
step 00517 (43.7%) | loss: 3.000638 | lrm: 0.57 | dt: 260ms | tok/sec: 1,007,858 | mfu: 42.7% | epoch: 1 | remaining: 169s    
step 00518 (43.8%) | loss: 3.002983 | lrm: 0.57 | dt: 260ms | tok/sec: 1,009,786 | mfu: 42.7% | epoch: 1 | remaining: 168s    
step 00519 (43.9%) | loss: 3.003988 | lrm: 0.57 | dt: 260ms | tok/sec: 1,007,460 | mfu: 42.6% | epoch: 1 | remaining: 168s    
step 00520 (44.0%) | loss: 3.005114 | lrm: 0.56 | dt: 259ms | tok/sec: 1,011,558 | mfu: 42.8% | epoch: 1 | remaining: 168s    
step 00521 (44.1%) | loss: 3.004393 | lrm: 0.56 | dt: 262ms | tok/sec: 1,001,227 | mfu: 42.4% | epoch: 1 | remaining: 168s    
step 00522 (44.2%) | loss: 3.003462 | lrm: 0.56 | dt: 259ms | tok/sec: 1,012,920 | mfu: 42.9% | epoch: 1 | remaining: 167s    
step 00523 (44.3%) | loss: 3.001837 | lrm: 0.56 | dt: 261ms | tok/sec: 1,003,682 | mfu: 42.5% | epoch: 1 | remaining: 167s    
step 00524 (44.3%) | loss: 3.004464 | lrm: 0.56 | dt: 258ms | tok/sec: 1,015,067 | mfu: 43.0% | epoch: 1 | remaining: 167s    
step 00525 (44.4%) | loss: 3.005454 | lrm: 0.56 | dt: 257ms | tok/sec: 1,019,256 | mfu: 43.1% | epoch: 1 | remaining: 166s    
step 00526 (44.5%) | loss: 3.001800 | lrm: 0.56 | dt: 257ms | tok/sec: 1,019,183 | mfu: 43.1% | epoch: 1 | remaining: 166s    
step 00527 (44.6%) | loss: 3.001521 | lrm: 0.56 | dt: 258ms | tok/sec: 1,017,246 | mfu: 43.1% | epoch: 1 | remaining: 166s    
step 00528 (44.7%) | loss: 2.998822 | lrm: 0.56 | dt: 256ms | tok/sec: 1,025,692 | mfu: 43.4% | epoch: 1 | remaining: 166s    
step 00529 (44.8%) | loss: 3.000148 | lrm: 0.56 | dt: 257ms | tok/sec: 1,019,043 | mfu: 43.1% | epoch: 1 | remaining: 165s    
step 00530 (44.9%) | loss: 2.998083 | lrm: 0.56 | dt: 258ms | tok/sec: 1,014,816 | mfu: 42.9% | epoch: 1 | remaining: 165s    
step 00531 (44.9%) | loss: 2.997766 | lrm: 0.56 | dt: 259ms | tok/sec: 1,013,294 | mfu: 42.9% | epoch: 1 | remaining: 165s    
step 00532 (45.0%) | loss: 2.997463 | lrm: 0.55 | dt: 260ms | tok/sec: 1,007,337 | mfu: 42.6% | epoch: 1 | remaining: 165s    
step 00533 (45.1%) | loss: 2.993746 | lrm: 0.55 | dt: 257ms | tok/sec: 1,021,593 | mfu: 43.2% | epoch: 1 | remaining: 164s    
step 00534 (45.2%) | loss: 2.991598 | lrm: 0.55 | dt: 260ms | tok/sec: 1,008,228 | mfu: 42.7% | epoch: 1 | remaining: 164s    
step 00535 (45.3%) | loss: 2.989516 | lrm: 0.55 | dt: 260ms | tok/sec: 1,008,665 | mfu: 42.7% | epoch: 1 | remaining: 164s    
step 00536 (45.4%) | loss: 2.984895 | lrm: 0.55 | dt: 258ms | tok/sec: 1,015,400 | mfu: 43.0% | epoch: 1 | remaining: 164s    
step 00537 (45.5%) | loss: 2.986073 | lrm: 0.55 | dt: 259ms | tok/sec: 1,013,715 | mfu: 42.9% | epoch: 1 | remaining: 163s    
step 00538 (45.5%) | loss: 2.989163 | lrm: 0.55 | dt: 259ms | tok/sec: 1,012,458 | mfu: 42.8% | epoch: 1 | remaining: 163s    
step 00539 (45.6%) | loss: 2.986136 | lrm: 0.55 | dt: 257ms | tok/sec: 1,018,116 | mfu: 43.1% | epoch: 1 | remaining: 163s    
step 00540 (45.7%) | loss: 2.987284 | lrm: 0.55 | dt: 260ms | tok/sec: 1,006,895 | mfu: 42.6% | epoch: 1 | remaining: 163s    
step 00541 (45.8%) | loss: 2.988741 | lrm: 0.55 | dt: 258ms | tok/sec: 1,017,394 | mfu: 43.1% | epoch: 1 | remaining: 162s    
step 00542 (45.9%) | loss: 2.985682 | lrm: 0.55 | dt: 260ms | tok/sec: 1,006,321 | mfu: 42.6% | epoch: 1 | remaining: 162s    
step 00543 (46.0%) | loss: 2.986797 | lrm: 0.54 | dt: 255ms | tok/sec: 1,026,935 | mfu: 43.5% | epoch: 1 | remaining: 162s    
step 00544 (46.1%) | loss: 2.989148 | lrm: 0.54 | dt: 256ms | tok/sec: 1,023,562 | mfu: 43.3% | epoch: 1 | remaining: 162s    
step 00545 (46.1%) | loss: 2.991417 | lrm: 0.54 | dt: 256ms | tok/sec: 1,023,440 | mfu: 43.3% | epoch: 1 | remaining: 161s    
step 00546 (46.2%) | loss: 2.991000 | lrm: 0.54 | dt: 260ms | tok/sec: 1,009,577 | mfu: 42.7% | epoch: 1 | remaining: 161s    
step 00547 (46.3%) | loss: 2.987862 | lrm: 0.54 | dt: 260ms | tok/sec: 1,008,481 | mfu: 42.7% | epoch: 1 | remaining: 161s    
step 00548 (46.4%) | loss: 2.987591 | lrm: 0.54 | dt: 257ms | tok/sec: 1,021,211 | mfu: 43.2% | epoch: 1 | remaining: 161s    
step 00549 (46.5%) | loss: 2.985991 | lrm: 0.54 | dt: 259ms | tok/sec: 1,012,096 | mfu: 42.8% | epoch: 1 | remaining: 160s    
step 00550 (46.6%) | loss: 2.986834 | lrm: 0.54 | dt: 261ms | tok/sec: 1,004,251 | mfu: 42.5% | epoch: 1 | remaining: 160s    
step 00551 (46.7%) | loss: 2.982806 | lrm: 0.54 | dt: 259ms | tok/sec: 1,010,561 | mfu: 42.8% | epoch: 1 | remaining: 160s    
step 00552 (46.7%) | loss: 2.982074 | lrm: 0.54 | dt: 262ms | tok/sec: 1,001,866 | mfu: 42.4% | epoch: 1 | remaining: 159s    
step 00553 (46.8%) | loss: 2.988127 | lrm: 0.54 | dt: 259ms | tok/sec: 1,012,451 | mfu: 42.8% | epoch: 1 | remaining: 159s    
step 00554 (46.9%) | loss: 2.985769 | lrm: 0.54 | dt: 259ms | tok/sec: 1,010,730 | mfu: 42.8% | epoch: 1 | remaining: 159s    
step 00555 (47.0%) | loss: 2.984128 | lrm: 0.53 | dt: 262ms | tok/sec: 1,002,165 | mfu: 42.4% | epoch: 1 | remaining: 159s    
step 00556 (47.1%) | loss: 2.986955 | lrm: 0.53 | dt: 258ms | tok/sec: 1,017,024 | mfu: 43.0% | epoch: 1 | remaining: 158s    
step 00557 (47.2%) | loss: 2.983898 | lrm: 0.53 | dt: 259ms | tok/sec: 1,012,650 | mfu: 42.9% | epoch: 1 | remaining: 158s    
step 00558 (47.3%) | loss: 2.983896 | lrm: 0.53 | dt: 262ms | tok/sec: 999,929 | mfu: 42.3% | epoch: 1 | remaining: 158s    
step 00559 (47.4%) | loss: 2.985277 | lrm: 0.53 | dt: 260ms | tok/sec: 1,009,469 | mfu: 42.7% | epoch: 1 | remaining: 158s    
step 00560 (47.4%) | loss: 2.983680 | lrm: 0.53 | dt: 261ms | tok/sec: 1,006,282 | mfu: 42.6% | epoch: 1 | remaining: 157s    
step 00561 (47.5%) | loss: 2.983413 | lrm: 0.53 | dt: 261ms | tok/sec: 1,004,991 | mfu: 42.5% | epoch: 1 | remaining: 157s    
step 00562 (47.6%) | loss: 2.985332 | lrm: 0.53 | dt: 258ms | tok/sec: 1,017,676 | mfu: 43.1% | epoch: 1 | remaining: 157s    
step 00563 (47.7%) | loss: 2.986381 | lrm: 0.53 | dt: 259ms | tok/sec: 1,011,962 | mfu: 42.8% | epoch: 1 | remaining: 157s    
step 00564 (47.8%) | loss: 2.989619 | lrm: 0.53 | dt: 261ms | tok/sec: 1,005,753 | mfu: 42.6% | epoch: 1 | remaining: 156s    
step 00565 (47.9%) | loss: 2.988158 | lrm: 0.53 | dt: 260ms | tok/sec: 1,006,870 | mfu: 42.6% | epoch: 1 | remaining: 156s    
step 00566 (48.0%) | loss: 2.986746 | lrm: 0.53 | dt: 259ms | tok/sec: 1,012,145 | mfu: 42.8% | epoch: 1 | remaining: 156s    
step 00567 (48.0%) | loss: 2.987509 | lrm: 0.52 | dt: 260ms | tok/sec: 1,008,394 | mfu: 42.7% | epoch: 1 | remaining: 156s    
step 00568 (48.1%) | loss: 2.987610 | lrm: 0.52 | dt: 260ms | tok/sec: 1,008,804 | mfu: 42.7% | epoch: 1 | remaining: 155s    
step 00569 (48.2%) | loss: 2.984433 | lrm: 0.52 | dt: 260ms | tok/sec: 1,010,092 | mfu: 42.7% | epoch: 1 | remaining: 155s    
step 00570 (48.3%) | loss: 2.983153 | lrm: 0.52 | dt: 260ms | tok/sec: 1,007,018 | mfu: 42.6% | epoch: 1 | remaining: 155s    
step 00571 (48.4%) | loss: 2.981710 | lrm: 0.52 | dt: 258ms | tok/sec: 1,017,805 | mfu: 43.1% | epoch: 1 | remaining: 155s    
step 00572 (48.5%) | loss: 2.983413 | lrm: 0.52 | dt: 263ms | tok/sec: 998,375 | mfu: 42.3% | epoch: 1 | remaining: 154s    
step 00573 (48.6%) | loss: 2.982457 | lrm: 0.52 | dt: 256ms | tok/sec: 1,022,890 | mfu: 43.3% | epoch: 1 | remaining: 154s    
step 00574 (48.7%) | loss: 2.978865 | lrm: 0.52 | dt: 258ms | tok/sec: 1,016,739 | mfu: 43.0% | epoch: 1 | remaining: 154s    
step 00575 (48.7%) | loss: 2.977683 | lrm: 0.52 | dt: 257ms | tok/sec: 1,021,542 | mfu: 43.2% | epoch: 1 | remaining: 154s    
step 00576 (48.8%) | loss: 2.976814 | lrm: 0.52 | dt: 254ms | tok/sec: 1,030,841 | mfu: 43.6% | epoch: 1 | remaining: 153s    
step 00577 (48.9%) | loss: 2.981611 | lrm: 0.52 | dt: 258ms | tok/sec: 1,017,663 | mfu: 43.1% | epoch: 1 | remaining: 153s    
step 00578 (49.0%) | loss: 2.984613 | lrm: 0.51 | dt: 259ms | tok/sec: 1,011,853 | mfu: 42.8% | epoch: 1 | remaining: 153s    
step 00579 (49.1%) | loss: 2.981853 | lrm: 0.51 | dt: 257ms | tok/sec: 1,020,207 | mfu: 43.2% | epoch: 1 | remaining: 152s    
step 00580 (49.2%) | loss: 2.978637 | lrm: 0.51 | dt: 259ms | tok/sec: 1,011,936 | mfu: 42.8% | epoch: 1 | remaining: 152s    
step 00581 (49.3%) | loss: 2.975949 | lrm: 0.51 | dt: 260ms | tok/sec: 1,008,447 | mfu: 42.7% | epoch: 1 | remaining: 152s    
step 00582 (49.3%) | loss: 2.979707 | lrm: 0.51 | dt: 260ms | tok/sec: 1,006,849 | mfu: 42.6% | epoch: 1 | remaining: 152s    
step 00583 (49.4%) | loss: 2.977713 | lrm: 0.51 | dt: 259ms | tok/sec: 1,013,523 | mfu: 42.9% | epoch: 1 | remaining: 151s    
step 00584 (49.5%) | loss: 2.969350 | lrm: 0.51 | dt: 259ms | tok/sec: 1,010,622 | mfu: 42.8% | epoch: 1 | remaining: 151s    
step 00585 (49.6%) | loss: 2.968051 | lrm: 0.51 | dt: 257ms | tok/sec: 1,021,018 | mfu: 43.2% | epoch: 1 | remaining: 151s    
step 00586 (49.7%) | loss: 2.962112 | lrm: 0.51 | dt: 263ms | tok/sec: 998,034 | mfu: 42.2% | epoch: 1 | remaining: 151s    
step 00587 (49.8%) | loss: 2.960805 | lrm: 0.51 | dt: 258ms | tok/sec: 1,014,118 | mfu: 42.9% | epoch: 1 | remaining: 150s    
step 00588 (49.9%) | loss: 2.961992 | lrm: 0.51 | dt: 261ms | tok/sec: 1,004,589 | mfu: 42.5% | epoch: 1 | remaining: 150s    
step 00589 (49.9%) | loss: 2.961402 | lrm: 0.51 | dt: 260ms | tok/sec: 1,007,412 | mfu: 42.6% | epoch: 1 | remaining: 150s    
step 00590 (50.0%) | loss: 2.962280 | lrm: 0.50 | dt: 260ms | tok/sec: 1,010,111 | mfu: 42.8% | epoch: 1 | remaining: 150s    
step 00591 (50.1%) | loss: 2.967063 | lrm: 0.50 | dt: 261ms | tok/sec: 1,005,983 | mfu: 42.6% | epoch: 1 | remaining: 149s    
step 00592 (50.2%) | loss: 2.968128 | lrm: 0.50 | dt: 261ms | tok/sec: 1,004,741 | mfu: 42.5% | epoch: 1 | remaining: 149s    
step 00593 (50.3%) | loss: 2.970168 | lrm: 0.50 | dt: 258ms | tok/sec: 1,014,097 | mfu: 42.9% | epoch: 1 | remaining: 149s    
step 00594 (50.4%) | loss: 2.964670 | lrm: 0.50 | dt: 259ms | tok/sec: 1,011,526 | mfu: 42.8% | epoch: 1 | remaining: 149s    
step 00595 (50.5%) | loss: 2.970262 | lrm: 0.50 | dt: 257ms | tok/sec: 1,020,202 | mfu: 43.2% | epoch: 1 | remaining: 148s    
step 00596 (50.6%) | loss: 2.971391 | lrm: 0.50 | dt: 260ms | tok/sec: 1,007,423 | mfu: 42.6% | epoch: 1 | remaining: 148s    
step 00597 (50.6%) | loss: 2.967717 | lrm: 0.50 | dt: 260ms | tok/sec: 1,008,273 | mfu: 42.7% | epoch: 1 | remaining: 148s    
step 00598 (50.7%) | loss: 2.965092 | lrm: 0.50 | dt: 257ms | tok/sec: 1,018,489 | mfu: 43.1% | epoch: 1 | remaining: 148s    
step 00599 (50.8%) | loss: 2.956345 | lrm: 0.50 | dt: 260ms | tok/sec: 1,008,925 | mfu: 42.7% | epoch: 1 | remaining: 147s    
step 00600 (50.9%) | loss: 2.957431 | lrm: 0.50 | dt: 256ms | tok/sec: 1,025,475 | mfu: 43.4% | epoch: 1 | remaining: 147s    
step 00601 (51.0%) | loss: 2.957490 | lrm: 0.50 | dt: 257ms | tok/sec: 1,021,260 | mfu: 43.2% | epoch: 1 | remaining: 147s    
step 00602 (51.1%) | loss: 2.956173 | lrm: 0.49 | dt: 257ms | tok/sec: 1,020,145 | mfu: 43.2% | epoch: 1 | remaining: 147s    
step 00603 (51.2%) | loss: 2.958359 | lrm: 0.49 | dt: 261ms | tok/sec: 1,006,039 | mfu: 42.6% | epoch: 1 | remaining: 146s    
step 00604 (51.2%) | loss: 2.956492 | lrm: 0.49 | dt: 259ms | tok/sec: 1,013,944 | mfu: 42.9% | epoch: 1 | remaining: 146s    
step 00605 (51.3%) | loss: 2.956128 | lrm: 0.49 | dt: 258ms | tok/sec: 1,017,256 | mfu: 43.1% | epoch: 1 | remaining: 146s    
step 00606 (51.4%) | loss: 2.957838 | lrm: 0.49 | dt: 258ms | tok/sec: 1,016,765 | mfu: 43.0% | epoch: 1 | remaining: 146s    
step 00607 (51.5%) | loss: 2.957936 | lrm: 0.49 | dt: 261ms | tok/sec: 1,004,037 | mfu: 42.5% | epoch: 1 | remaining: 145s    
step 00608 (51.6%) | loss: 2.957351 | lrm: 0.49 | dt: 259ms | tok/sec: 1,011,085 | mfu: 42.8% | epoch: 1 | remaining: 145s    
step 00609 (51.7%) | loss: 2.954874 | lrm: 0.49 | dt: 260ms | tok/sec: 1,009,572 | mfu: 42.7% | epoch: 1 | remaining: 145s    
step 00610 (51.8%) | loss: 2.955094 | lrm: 0.49 | dt: 257ms | tok/sec: 1,020,891 | mfu: 43.2% | epoch: 1 | remaining: 144s    
step 00611 (51.8%) | loss: 2.953895 | lrm: 0.49 | dt: 263ms | tok/sec: 995,929 | mfu: 42.2% | epoch: 1 | remaining: 144s    
step 00612 (51.9%) | loss: 2.951513 | lrm: 0.49 | dt: 260ms | tok/sec: 1,009,109 | mfu: 42.7% | epoch: 1 | remaining: 144s    
step 00613 (52.0%) | loss: 2.948151 | lrm: 0.49 | dt: 258ms | tok/sec: 1,017,062 | mfu: 43.0% | epoch: 1 | remaining: 144s    
step 00614 (52.1%) | loss: 2.944754 | lrm: 0.48 | dt: 258ms | tok/sec: 1,015,295 | mfu: 43.0% | epoch: 1 | remaining: 143s    
step 00615 (52.2%) | loss: 2.940701 | lrm: 0.48 | dt: 259ms | tok/sec: 1,010,294 | mfu: 42.8% | epoch: 1 | remaining: 143s    
step 00616 (52.3%) | loss: 2.938014 | lrm: 0.48 | dt: 263ms | tok/sec: 998,618 | mfu: 42.3% | epoch: 1 | remaining: 143s    
step 00617 (52.4%) | loss: 2.936471 | lrm: 0.48 | dt: 257ms | tok/sec: 1,018,978 | mfu: 43.1% | epoch: 1 | remaining: 143s    
step 00618 (52.5%) | loss: 2.932071 | lrm: 0.48 | dt: 263ms | tok/sec: 997,083 | mfu: 42.2% | epoch: 1 | remaining: 142s    
step 00619 (52.5%) | loss: 2.930474 | lrm: 0.48 | dt: 261ms | tok/sec: 1,004,995 | mfu: 42.5% | epoch: 1 | remaining: 142s    
step 00620 (52.6%) | loss: 2.927355 | lrm: 0.48 | dt: 259ms | tok/sec: 1,011,087 | mfu: 42.8% | epoch: 1 | remaining: 142s    
step 00621 (52.7%) | loss: 2.931332 | lrm: 0.48 | dt: 261ms | tok/sec: 1,005,258 | mfu: 42.5% | epoch: 1 | remaining: 142s    
step 00622 (52.8%) | loss: 2.928624 | lrm: 0.48 | dt: 259ms | tok/sec: 1,012,115 | mfu: 42.8% | epoch: 1 | remaining: 141s    
step 00623 (52.9%) | loss: 2.931395 | lrm: 0.48 | dt: 257ms | tok/sec: 1,019,425 | mfu: 43.1% | epoch: 1 | remaining: 141s    
step 00624 (53.0%) | loss: 2.931751 | lrm: 0.48 | dt: 264ms | tok/sec: 993,045 | mfu: 42.0% | epoch: 1 | remaining: 141s    
step 00625 (53.1%) | loss: 2.932372 | lrm: 0.47 | dt: 258ms | tok/sec: 1,016,361 | mfu: 43.0% | epoch: 1 | remaining: 141s    
step 00626 (53.1%) | loss: 2.934209 | lrm: 0.47 | dt: 259ms | tok/sec: 1,010,226 | mfu: 42.8% | epoch: 1 | remaining: 140s    
step 00627 (53.2%) | loss: 2.933659 | lrm: 0.47 | dt: 260ms | tok/sec: 1,008,738 | mfu: 42.7% | epoch: 1 | remaining: 140s    
step 00628 (53.3%) | loss: 2.927520 | lrm: 0.47 | dt: 261ms | tok/sec: 1,003,294 | mfu: 42.5% | epoch: 1 | remaining: 140s    
step 00629 (53.4%) | loss: 2.924752 | lrm: 0.47 | dt: 260ms | tok/sec: 1,009,855 | mfu: 42.7% | epoch: 1 | remaining: 140s    
step 00630 (53.5%) | loss: 2.924924 | lrm: 0.47 | dt: 257ms | tok/sec: 1,019,939 | mfu: 43.2% | epoch: 1 | remaining: 139s    
step 00631 (53.6%) | loss: 2.924737 | lrm: 0.47 | dt: 261ms | tok/sec: 1,003,227 | mfu: 42.5% | epoch: 1 | remaining: 139s    
step 00632 (53.7%) | loss: 2.932083 | lrm: 0.47 | dt: 259ms | tok/sec: 1,012,756 | mfu: 42.9% | epoch: 1 | remaining: 139s    
step 00633 (53.7%) | loss: 2.934782 | lrm: 0.47 | dt: 262ms | tok/sec: 1,000,410 | mfu: 42.3% | epoch: 1 | remaining: 138s    
step 00634 (53.8%) | loss: 2.933139 | lrm: 0.47 | dt: 260ms | tok/sec: 1,008,067 | mfu: 42.7% | epoch: 1 | remaining: 138s    
step 00635 (53.9%) | loss: 2.928540 | lrm: 0.47 | dt: 260ms | tok/sec: 1,006,843 | mfu: 42.6% | epoch: 1 | remaining: 138s    
step 00636 (54.0%) | loss: 2.930798 | lrm: 0.47 | dt: 259ms | tok/sec: 1,012,755 | mfu: 42.9% | epoch: 1 | remaining: 138s    
step 00637 (54.1%) | loss: 2.928764 | lrm: 0.46 | dt: 258ms | tok/sec: 1,016,876 | mfu: 43.0% | epoch: 1 | remaining: 137s    
step 00638 (54.2%) | loss: 2.931092 | lrm: 0.46 | dt: 262ms | tok/sec: 1,000,087 | mfu: 42.3% | epoch: 1 | remaining: 137s    
step 00639 (54.3%) | loss: 2.932299 | lrm: 0.46 | dt: 261ms | tok/sec: 1,004,301 | mfu: 42.5% | epoch: 1 | remaining: 137s    
step 00640 (54.4%) | loss: 2.930050 | lrm: 0.46 | dt: 258ms | tok/sec: 1,014,831 | mfu: 43.0% | epoch: 1 | remaining: 137s    
step 00641 (54.4%) | loss: 2.929106 | lrm: 0.46 | dt: 261ms | tok/sec: 1,005,965 | mfu: 42.6% | epoch: 1 | remaining: 136s    
step 00642 (54.5%) | loss: 2.930515 | lrm: 0.46 | dt: 260ms | tok/sec: 1,008,934 | mfu: 42.7% | epoch: 1 | remaining: 136s    
step 00643 (54.6%) | loss: 2.934573 | lrm: 0.46 | dt: 260ms | tok/sec: 1,009,507 | mfu: 42.7% | epoch: 1 | remaining: 136s    
step 00644 (54.7%) | loss: 2.931217 | lrm: 0.46 | dt: 260ms | tok/sec: 1,007,577 | mfu: 42.6% | epoch: 1 | remaining: 136s    
step 00645 (54.8%) | loss: 2.928551 | lrm: 0.46 | dt: 258ms | tok/sec: 1,015,717 | mfu: 43.0% | epoch: 1 | remaining: 135s    
step 00646 (54.9%) | loss: 2.930031 | lrm: 0.46 | dt: 262ms | tok/sec: 1,000,412 | mfu: 42.3% | epoch: 1 | remaining: 135s    
step 00647 (55.0%) | loss: 2.926993 | lrm: 0.46 | dt: 258ms | tok/sec: 1,014,307 | mfu: 42.9% | epoch: 1 | remaining: 135s    
step 00648 (55.0%) | loss: 2.924383 | lrm: 0.46 | dt: 257ms | tok/sec: 1,018,851 | mfu: 43.1% | epoch: 1 | remaining: 135s    
step 00649 (55.1%) | loss: 2.924940 | lrm: 0.45 | dt: 260ms | tok/sec: 1,009,898 | mfu: 42.7% | epoch: 1 | remaining: 134s    
step 00650 (55.2%) | loss: 2.920897 | lrm: 0.45 | dt: 261ms | tok/sec: 1,003,767 | mfu: 42.5% | epoch: 1 | remaining: 134s    
step 00651 (55.3%) | loss: 2.919344 | lrm: 0.45 | dt: 261ms | tok/sec: 1,002,699 | mfu: 42.4% | epoch: 1 | remaining: 134s    
step 00652 (55.4%) | loss: 2.915076 | lrm: 0.45 | dt: 257ms | tok/sec: 1,018,533 | mfu: 43.1% | epoch: 1 | remaining: 134s    
step 00653 (55.5%) | loss: 2.919863 | lrm: 0.45 | dt: 257ms | tok/sec: 1,018,470 | mfu: 43.1% | epoch: 1 | remaining: 133s    
step 00654 (55.6%) | loss: 2.922494 | lrm: 0.45 | dt: 259ms | tok/sec: 1,010,885 | mfu: 42.8% | epoch: 1 | remaining: 133s    
step 00655 (55.7%) | loss: 2.927418 | lrm: 0.45 | dt: 256ms | tok/sec: 1,024,639 | mfu: 43.4% | epoch: 1 | remaining: 133s    
step 00656 (55.7%) | loss: 2.922344 | lrm: 0.45 | dt: 256ms | tok/sec: 1,024,679 | mfu: 43.4% | epoch: 1 | remaining: 133s    
step 00657 (55.8%) | loss: 2.917910 | lrm: 0.45 | dt: 257ms | tok/sec: 1,021,974 | mfu: 43.3% | epoch: 1 | remaining: 132s    
step 00658 (55.9%) | loss: 2.918326 | lrm: 0.45 | dt: 258ms | tok/sec: 1,016,149 | mfu: 43.0% | epoch: 1 | remaining: 132s    
